"","DateRep","day","month","year","Cases","Deaths","Countries.and.territories","geoId","countryterritoryCode","popData2018","continentExp","t"
"7457","31/12/2019",31,12,2019,0,0,"Italy","IT","ITA",60431283,"Europe",2019.99726027397
"7456","01/01/2020",1,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020
"7455","02/01/2020",2,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.00273224044
"7454","03/01/2020",3,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.00546448087
"7453","04/01/2020",4,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.00819672131
"7452","05/01/2020",5,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.01092896175
"7451","06/01/2020",6,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.01366120219
"7450","07/01/2020",7,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.01639344262
"7449","08/01/2020",8,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.01912568306
"7448","09/01/2020",9,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.0218579235
"7447","10/01/2020",10,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.02459016393
"7446","11/01/2020",11,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.02732240437
"7445","12/01/2020",12,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.03005464481
"7444","13/01/2020",13,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.03278688525
"7443","14/01/2020",14,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.03551912568
"7442","15/01/2020",15,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.03825136612
"7441","16/01/2020",16,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.04098360656
"7440","17/01/2020",17,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.04371584699
"7439","18/01/2020",18,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.04644808743
"7438","19/01/2020",19,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.04918032787
"7437","20/01/2020",20,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.05191256831
"7436","21/01/2020",21,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.05464480874
"7435","22/01/2020",22,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.05737704918
"7434","23/01/2020",23,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.06010928962
"7433","24/01/2020",24,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.06284153005
"7432","25/01/2020",25,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.06557377049
"7431","26/01/2020",26,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.06830601093
"7430","27/01/2020",27,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.07103825137
"7429","28/01/2020",28,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.0737704918
"7428","29/01/2020",29,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.07650273224
"7427","30/01/2020",30,1,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.07923497268
"7426","31/01/2020",31,1,2020,3,0,"Italy","IT","ITA",60431283,"Europe",2020.08196721311
"7425","01/02/2020",1,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.08469945355
"7424","02/02/2020",2,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.08743169399
"7423","03/02/2020",3,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.09016393443
"7422","04/02/2020",4,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.09289617486
"7421","05/02/2020",5,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.0956284153
"7420","06/02/2020",6,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.09836065574
"7419","07/02/2020",7,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.10109289617
"7418","08/02/2020",8,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.10382513661
"7417","09/02/2020",9,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.10655737705
"7416","10/02/2020",10,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.10928961749
"7415","11/02/2020",11,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.11202185792
"7414","12/02/2020",12,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.11475409836
"7413","13/02/2020",13,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.1174863388
"7412","14/02/2020",14,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.12021857923
"7411","15/02/2020",15,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.12295081967
"7410","16/02/2020",16,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.12568306011
"7409","17/02/2020",17,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.12841530055
"7408","18/02/2020",18,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.13114754098
"7407","19/02/2020",19,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.13387978142
"7406","20/02/2020",20,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.13661202186
"7405","21/02/2020",21,2,2020,0,0,"Italy","IT","ITA",60431283,"Europe",2020.1393442623
"7404","22/02/2020",22,2,2020,14,0,"Italy","IT","ITA",60431283,"Europe",2020.14207650273
"7403","23/02/2020",23,2,2020,62,2,"Italy","IT","ITA",60431283,"Europe",2020.14480874317
"7402","24/02/2020",24,2,2020,53,0,"Italy","IT","ITA",60431283,"Europe",2020.14754098361
"7401","25/02/2020",25,2,2020,97,4,"Italy","IT","ITA",60431283,"Europe",2020.15027322404
"7400","26/02/2020",26,2,2020,93,5,"Italy","IT","ITA",60431283,"Europe",2020.15300546448
"7399","27/02/2020",27,2,2020,78,1,"Italy","IT","ITA",60431283,"Europe",2020.15573770492
"7398","28/02/2020",28,2,2020,250,5,"Italy","IT","ITA",60431283,"Europe",2020.15846994536
"7397","29/02/2020",29,2,2020,238,4,"Italy","IT","ITA",60431283,"Europe",2020.16120218579
"7396","01/03/2020",1,3,2020,240,8,"Italy","IT","ITA",60431283,"Europe",2020.16393442623
"7395","02/03/2020",2,3,2020,561,6,"Italy","IT","ITA",60431283,"Europe",2020.16666666667
"7394","03/03/2020",3,3,2020,347,17,"Italy","IT","ITA",60431283,"Europe",2020.1693989071
"7393","04/03/2020",4,3,2020,466,28,"Italy","IT","ITA",60431283,"Europe",2020.17213114754
"7392","05/03/2020",5,3,2020,587,27,"Italy","IT","ITA",60431283,"Europe",2020.17486338798
"7391","06/03/2020",6,3,2020,769,41,"Italy","IT","ITA",60431283,"Europe",2020.17759562842
"7390","07/03/2020",7,3,2020,778,49,"Italy","IT","ITA",60431283,"Europe",2020.18032786885
"7389","08/03/2020",8,3,2020,1247,36,"Italy","IT","ITA",60431283,"Europe",2020.18306010929
"7388","09/03/2020",9,3,2020,1492,133,"Italy","IT","ITA",60431283,"Europe",2020.18579234973
"7387","10/03/2020",10,3,2020,1797,98,"Italy","IT","ITA",60431283,"Europe",2020.18852459016
"7386","11/03/2020",11,3,2020,977,167,"Italy","IT","ITA",60431283,"Europe",2020.1912568306
"7385","12/03/2020",12,3,2020,2313,196,"Italy","IT","ITA",60431283,"Europe",2020.19398907104
"7384","13/03/2020",13,3,2020,2651,189,"Italy","IT","ITA",60431283,"Europe",2020.19672131148
"7383","14/03/2020",14,3,2020,2547,252,"Italy","IT","ITA",60431283,"Europe",2020.19945355191
"7382","15/03/2020",15,3,2020,3497,173,"Italy","IT","ITA",60431283,"Europe",2020.20218579235
"7381","16/03/2020",16,3,2020,2823,370,"Italy","IT","ITA",60431283,"Europe",2020.20491803279
"7380","17/03/2020",17,3,2020,4000,347,"Italy","IT","ITA",60431283,"Europe",2020.20765027322
"7379","18/03/2020",18,3,2020,3526,347,"Italy","IT","ITA",60431283,"Europe",2020.21038251366
"7378","19/03/2020",19,3,2020,4207,473,"Italy","IT","ITA",60431283,"Europe",2020.2131147541
"7377","20/03/2020",20,3,2020,5322,429,"Italy","IT","ITA",60431283,"Europe",2020.21584699454
"7376","21/03/2020",21,3,2020,5986,625,"Italy","IT","ITA",60431283,"Europe",2020.21857923497
"7375","22/03/2020",22,3,2020,6557,795,"Italy","IT","ITA",60431283,"Europe",2020.22131147541
"7374","23/03/2020",23,3,2020,5560,649,"Italy","IT","ITA",60431283,"Europe",2020.22404371585
"7373","24/03/2020",24,3,2020,4789,601,"Italy","IT","ITA",60431283,"Europe",2020.22677595628
"7372","25/03/2020",25,3,2020,5249,743,"Italy","IT","ITA",60431283,"Europe",2020.22950819672
"7371","26/03/2020",26,3,2020,5210,685,"Italy","IT","ITA",60431283,"Europe",2020.23224043716
"7370","27/03/2020",27,3,2020,6153,660,"Italy","IT","ITA",60431283,"Europe",2020.2349726776
"7369","28/03/2020",28,3,2020,5959,971,"Italy","IT","ITA",60431283,"Europe",2020.23770491803
"7368","29/03/2020",29,3,2020,5974,887,"Italy","IT","ITA",60431283,"Europe",2020.24043715847
"7367","30/03/2020",30,3,2020,5217,758,"Italy","IT","ITA",60431283,"Europe",2020.24316939891
"7366","31/03/2020",31,3,2020,4050,810,"Italy","IT","ITA",60431283,"Europe",2020.24590163934
"7365","01/04/2020",1,4,2020,4053,839,"Italy","IT","ITA",60431283,"Europe",2020.24863387978
"7364","02/04/2020",2,4,2020,4782,727,"Italy","IT","ITA",60431283,"Europe",2020.25136612022
"7363","03/04/2020",3,4,2020,4668,760,"Italy","IT","ITA",60431283,"Europe",2020.25409836066
"7362","04/04/2020",4,4,2020,4585,764,"Italy","IT","ITA",60431283,"Europe",2020.25683060109
"7361","05/04/2020",5,4,2020,4805,681,"Italy","IT","ITA",60431283,"Europe",2020.25956284153
"7360","06/04/2020",6,4,2020,4316,527,"Italy","IT","ITA",60431283,"Europe",2020.26229508197
"7359","07/04/2020",7,4,2020,3599,636,"Italy","IT","ITA",60431283,"Europe",2020.2650273224
"7358","08/04/2020",8,4,2020,3039,604,"Italy","IT","ITA",60431283,"Europe",2020.26775956284
"7357","09/04/2020",9,4,2020,3836,540,"Italy","IT","ITA",60431283,"Europe",2020.27049180328
"7356","10/04/2020",10,4,2020,4204,612,"Italy","IT","ITA",60431283,"Europe",2020.27322404372
"7355","11/04/2020",11,4,2020,3951,570,"Italy","IT","ITA",60431283,"Europe",2020.27595628415
"7354","12/04/2020",12,4,2020,4694,619,"Italy","IT","ITA",60431283,"Europe",2020.27868852459
"7353","13/04/2020",13,4,2020,4092,431,"Italy","IT","ITA",60431283,"Europe",2020.28142076503
"7352","14/04/2020",14,4,2020,3153,564,"Italy","IT","ITA",60431283,"Europe",2020.28415300546
"7351","15/04/2020",15,4,2020,2972,604,"Italy","IT","ITA",60431283,"Europe",2020.2868852459
"7350","16/04/2020",16,4,2020,2667,578,"Italy","IT","ITA",60431283,"Europe",2020.28961748634
"7349","17/04/2020",17,4,2020,3786,525,"Italy","IT","ITA",60431283,"Europe",2020.29234972678
"7348","18/04/2020",18,4,2020,3493,575,"Italy","IT","ITA",60431283,"Europe",2020.29508196721
"7347","19/04/2020",19,4,2020,3491,480,"Italy","IT","ITA",60431283,"Europe",2020.29781420765
"7346","20/04/2020",20,4,2020,3047,433,"Italy","IT","ITA",60431283,"Europe",2020.30054644809
"7345","21/04/2020",21,4,2020,2256,454,"Italy","IT","ITA",60431283,"Europe",2020.30327868852
"7344","22/04/2020",22,4,2020,2729,534,"Italy","IT","ITA",60431283,"Europe",2020.30601092896
"7343","23/04/2020",23,4,2020,3370,437,"Italy","IT","ITA",60431283,"Europe",2020.3087431694
"7342","24/04/2020",24,4,2020,2646,464,"Italy","IT","ITA",60431283,"Europe",2020.31147540984
"7341","25/04/2020",25,4,2020,3021,420,"Italy","IT","ITA",60431283,"Europe",2020.31420765027
"7340","26/04/2020",26,4,2020,2357,415,"Italy","IT","ITA",60431283,"Europe",2020.31693989071
"7339","27/04/2020",27,4,2020,2324,260,"Italy","IT","ITA",60431283,"Europe",2020.31967213115
"7338","28/04/2020",28,4,2020,1739,333,"Italy","IT","ITA",60431283,"Europe",2020.32240437158
"7337","29/04/2020",29,4,2020,2091,382,"Italy","IT","ITA",60431283,"Europe",2020.32513661202
"7336","30/04/2020",30,4,2020,2086,323,"Italy","IT","ITA",60431283,"Europe",2020.32786885246
"7335","01/05/2020",1,5,2020,1872,285,"Italy","IT","ITA",60431283,"Europe",2020.3306010929
"7334","02/05/2020",2,5,2020,1965,269,"Italy","IT","ITA",60431283,"Europe",2020.33333333333
"7333","03/05/2020",3,5,2020,1900,474,"Italy","IT","ITA",60431283,"Europe",2020.33606557377
"7332","04/05/2020",4,5,2020,1389,174,"Italy","IT","ITA",60431283,"Europe",2020.33879781421
"7331","05/05/2020",5,5,2020,1221,195,"Italy","IT","ITA",60431283,"Europe",2020.34153005464
